频率(Hz),到达时间(s),脉冲宽度(s),到达角度,幅度
6425380675.06951,0.1205708,3.0631389083092e-06,88.9906487104865,0.271750678392852
6414523880.71834,0.1207742,2.90768644905653e-06,88.4985844789562,0.379366682775185
6413219967.49197,0.121109,3.08887453249279e-06,88.4456077039149,0.590606328974479
6425440306.00576,0.1218638,3.07154062153243e-06,88.8932387708612,0.329917954476867
6414586022.98777,0.1220232,2.95435013611143e-06,88.594718326261,0.431349333516616
6413227797.76077,0.122137,3.01482710064656e-06,88.3850206861562,0.621952575308117
6425446101.62484,0.1230818,2.96121585092265e-06,88.9895389552647,0.382727233340169
6414508956.80841,0.1232862,3.09490343182219e-06,88.5588971090451,0.481213515914632
6413307228.99028,0.123378,3.0868537613771e-06,88.4685119569263,0.656326728214024
6425421880.24199,0.1243028,2.91045850391107e-06,88.9569182618958,0.433417621523091
6413308444.66829,0.124533,3.07125486063429e-06,88.4026114929372,0.684739331745633
6414571762.11546,0.1245722,3.02380313758244e-06,88.513781082844,0.528871808189034
6425385412.60941,0.1255408,2.91557840549026e-06,88.9788939965903,0.482209242485154
6413218098.40512,0.125628,2.98352680275446e-06,88.4805790183131,0.708349530012516
6414550648.89663,0.1256822,3.06943519415377e-06,88.4999294229373,0.567243546722314
6425392531.06614,0.1266368,3.04616026469797e-06,89.0138253490264,0.522979779548008
6413315045.69095,0.126921,2.99927275760952e-06,88.3714902419655,0.73190569640602
6414564581.00015,0.1270262,3.09508457402544e-06,88.4945928703928,0.609996466572019
6425370965.72265,0.1278628,3.07750734846798e-06,89.0131416282826,0.565639986481599
6414427626.81088,0.1282052,2.96140711123071e-06,88.4497183902031,0.643930665850549
6413376744.06757,0.128228,3.06844491100731e-06,88.4078513668706,0.750809674251175
6425412631.99162,0.1291038,2.94528972387248e-06,88.9597861928902,0.605404532947707
6413281860.8812,0.12948,3.07321823108002e-06,88.4207187022607,0.764173908453258
6414459490.11181,0.1295862,2.94155414768519e-06,88.5424473419172,0.67917482633771
6714453856.92342,0.1309782,2.93290005592149e-06,88.5484387200247,0.709527443903951
6713268599.83443,0.130995,2.90208877042794e-06,88.5168190025035,0.774019899380901
6725456313.28676,0.1320018,2.97030094746799e-06,88.866327811848,0.683559786021047
6714583600.23444,0.1320812,3.01600032449236e-06,88.4221509934839,0.72973655923956
6713354960.84782,0.132118,2.90874340948184e-06,88.4852792464097,0.776798015555646
6713381139.004,0.133188,3.03192581565598e-06,88.5301760381771,0.775848513008211
6725386236.70257,0.1332098,2.92814368012657e-06,88.8873863583793,0.709587077464686
6714520589.83727,0.1332542,2.99642784521466e-06,88.5345302876257,0.747382178154307
6713327582.73263,0.134384,2.98765590219144e-06,88.5414461215894,0.770639061629623
6725461624.76719,0.1344518,2.92581733432052e-06,88.9557219059524,0.732085583066598
6714581752.22904,0.1344822,3.06960813995987e-06,88.5499638365479,0.761506077644967
6725368699.63005,0.1354948,2.9539260301948e-06,89.0157181272218,0.747541871719453
6713275680.25279,0.135526,2.93787375195231e-06,88.3765062978134,0.761604516274701
6714584584.62213,0.1355892,3.06062873358323e-06,88.5598453362633,0.770356617300082
6725491399.06284,0.1365388,3.03706513510324e-06,88.9467038481704,0.759799058403796
6713404636.37631,0.136706,3.02298337682242e-06,88.4495297686366,0.748152723521973
6714592747.77292,0.1368202,2.92482734525609e-06,88.4944160624798,0.775822574829773
6725447614.1384,0.1376748,2.90250098037088e-06,89.0106048756136,0.769422130663317
6713373689.89412,0.137955,3.06945664915622e-06,88.476676726298,0.72943800301997
6714432345.12976,0.1380532,3.04755132238855e-06,88.4979389650134,0.776647123114304
6725373058.38275,0.1388858,2.97625926387527e-06,88.890558953641,0.775364845962621
6713324384.37261,0.139048,2.96028823905595e-06,88.5023614089551,0.709372278668913
6714478556.57407,0.1393962,2.97533753868417e-06,88.4732692641492,0.772244791536669
7126806871.05643,0.1400834,2.94554886495447e-06,88.7630339410516,0.750013660974343
7111932348.88618,0.1401141,2.92205589957853e-06,88.3055104313814,0.601660849615562
7112007317.99236,0.1402141,3.02725285630411e-06,88.24153477795,0.598560866611269
7425449920.69407,0.1405208,2.95404837253232e-06,88.9072562789762,0.776267561190466
7413297788.90948,0.140564,3.06564809998467e-06,88.4646150397762,0.676027884133606
7111909063.97314,0.1406141,2.92857145457408e-06,88.2520786292902,0.585925870797102
7120258010.0493,0.1406355,3.08670497197131e-06,88.5631669789086,0.743280404349256
7120247473.97901,0.1407355,2.93307827404012e-06,88.6841125222597,0.744685961021061
7126796565.52405,0.1408834,2.92010548432691e-06,88.7996389737374,0.759244820895257
7126738114.37252,0.1409834,3.02146989790383e-06,88.8468033707126,0.760264287901311
7414465822.95888,0.1411002,2.96569745518014e-06,88.4481980454921,0.758757411519599
