频率(Hz),到达时间(s),脉冲宽度(s),到达角度,幅度
6212076417.62403,0.1217653,3.09263782350816e-06,88.6771324212512,0.281443746382176
6226280048.79167,0.1226615,5.97853548889859e-06,88.7825905613905,0.219918575405627
6326291084.71286,0.1235613,2.92722287239516e-06,88.732501487075,0.164730164618717
6212876842.41206,0.1240653,3.06183560853792e-06,88.4689168102186,0.121566200712233
6012126576.34429,0.1242647,3.01295196037435e-06,88.6273581282601,0.39123056825183
6312965061.66158,0.1249651,2.91352994309221e-06,88.3473053859439,0.164730164618717
6026388977.20022,0.1251609,6.07126606654594e-06,88.7501243070588,0.332592363964163
6226379895.8175,0.1260607,5.99805484638989e-06,88.8027597942818,0.371291048326261
6012860277.92534,0.1265647,3.0012203003724e-06,88.3423283678619,0.240077014284226
6326297814.99659,0.1269605,2.92504385947063e-06,88.7870032528025,0.321911130765475
6212967001.39867,0.1274645,2.99681208809971e-06,88.444861188694,0.281443746382176
6012012826.30904,0.1276639,3.07437843731655e-06,88.6422093579425,0.524605649792102
6312868618.52012,0.1283643,3.08371151736796e-06,88.4911309250502,0.321911130765475
6026239308.52621,0.1285601,6.09240749428715e-06,88.703507833332,0.472190285397355
6226329449.43662,0.1294599,6.03585378310558e-06,88.7593537566901,0.505791149298354
6012991313.71861,0.1299639,3.01012914892868e-06,88.4428477646862,0.39123056825183
6622594412.65544,0.1300095,2.09245608347399e-06,88.2629129767717,0.42452537929974
6910462607.00862,0.1300656,1.91431215763047e-06,88.6197532025403,0.77430388962617
6812043709.05379,0.1302633,2.96271836015362e-06,88.6860940895851,0.610796683800892
6521404139.64312,0.1305334,3.02240236600519e-06,88.7036406352569,0.588449081685229
6922633001.7732,0.1307095,2.08465311875322e-06,88.2116899203815,0.452722409668604
6521216936.97974,0.1309328,3.08702041324494e-06,88.6559299662318,0.600651549660494
6521360809.29904,0.1310322,2.9457393274108e-06,88.7180884867202,0.603629930340675
6826351305.39414,0.1311595,4.99318599119494e-06,88.7674456771292,0.60902745948568
6910422316.37082,0.1315656,1.96355521416466e-06,88.5307417369194,0.776828621998992
6521261095.75302,0.1317316,2.94398840023611e-06,88.6675904377416,0.623914298108355
6622505382.47739,0.1318095,1.91716553465477e-06,88.3233025851881,0.495242501353636
6521398213.28695,0.132131,2.93171132183888e-06,88.6676475644475,0.634959929374811
6521347977.26965,0.1322304,2.9392717196078e-06,88.8016496242856,0.637647018096875
6521216708.05247,0.1329298,3.03331969849322e-06,88.6955061226848,0.655844931651623
6521361035.03565,0.1333292,2.9576247577373e-06,88.6895754485363,0.665671150789394
6521228320.03404,0.1334286,3.04725331095912e-06,88.7662560699722,0.668051724728951
6610578764.20512,0.1335656,2.02069865192409e-06,88.5476689858938,0.769474032746875
6812157513.48707,0.1336625,3.06430586961797e-06,88.5807381007488,0.698677519634277
6910479990.22255,0.1337656,2.05035094463505e-06,88.6067509814732,0.768067562467488
6521227921.9739,0.134128,2.94955869050824e-06,88.7222310249624,0.684060089729294
6622497247.32573,0.1342095,2.01869926844308e-06,88.3686398269518,0.579543859243456
6922585166.21674,0.1344095,2.00825587821931e-06,88.218600238656,0.585999588117798
6521341061.64652,0.1345274,3.05159347042089e-06,88.797641151007,0.692611229500035
6826376085.24698,0.1345587,2.96268061927111e-06,88.7532096438183,0.610796683800892
