频率(Hz),到达时间(s),脉冲宽度(s),到达角度,幅度
6417753496.2071,0.1239237,3.09108123557136e-06,88.5100983019126,0.395528268078514
1604864829.6774,0.1244237,2.91450087764851e-06,22.0971688720539,0.396751299745463
1604969370.35505,0.1249237,2.98197934099865e-06,22.1047368880591,0.418138049810783
6421883107.53888,0.125424,3.04225788844908e-06,88.2970854572872,0.240137364996014
6417716665.03606,0.1284237,3.06404420139402e-06,88.5188735047811,0.566375591127009
1604954559.21188,0.1289237,3.09064879168219e-06,22.112096473522,0.57817672855842
1604977111.47291,0.1294237,3.04294255770407e-06,22.1002745464487,0.596332765147714
6421849098.55607,0.129924,3.05720763872229e-06,88.3116386379959,0.436733764771203
6924251539.54273,0.1300145,2.00409214650063e-06,88.4787163688074,0.598632432660324
6919637375.69298,0.1300864,2.07965083090764e-06,88.4307169770585,0.776828621998992
1729926061.89879,0.1304237,4.9613763147137e-06,22.1009364728006,0.632343951952774
6929801953.86946,0.1304483,1.90714960496105e-06,88.8301078681047,0.773438512081908
6924218458.40136,0.1305145,1.95494696304402e-06,88.4927660950185,0.613890860060789
6919594336.44236,0.1308864,2.092956860095e-06,88.4416403513505,0.775354739574288
6824652944.32521,0.1309214,4.95102649583787e-06,88.93145720002,0.651942386863489
6929916707.11424,0.1310483,1.91621819370361e-06,88.8329581388103,0.77013171519239
6924321493.35388,0.1311145,1.92124950420312e-06,88.4921292082781,0.631399986010899
6929952840.36343,0.1311483,1.92636117484393e-06,88.8325278136726,0.769474032746875
6924322784.79559,0.1312145,2.09771245666949e-06,88.4884886933733,0.634231594133163
6919692398.07338,0.1313864,1.91529797600067e-06,88.4488951420714,0.773438512081908
1704980097.42904,0.1314237,3.02734104532706e-06,22.099823166974,0.663776788089181
6829803854.85061,0.1314444,9.75946434080059e-07,88.5521261294136,0.77027423355893
1679863550.53901,0.1319237,3.0869698507501e-06,22.0906059352261,0.679242016670344
6929816984.20902,0.1319483,1.9411067426656e-06,88.8198884593596,0.763121415114999
6919609511.23755,0.1319864,2.01877283671181e-06,88.4362090146246,0.77013171519239
6924333564.8966,0.1320145,2.0066027245082e-06,88.4920284519881,0.655973896088224
6829712549.82378,0.1320478,1.0596121987322e-06,88.5590780122707,0.77355563398867
6919698347.50247,0.1320864,2.09262135070828e-06,88.4296157210676,0.769474032746875
1679948752.60535,0.1324237,2.9133584786451e-06,22.1082181501977,0.694112349975029
6929896605.78953,0.1324483,1.92285578357391e-06,88.8262027346837,0.758170891367391
6924264020.58478,0.1325145,1.90305568241515e-06,88.496932402417,0.668724679103313
6919577248.59094,0.1328864,2.08258737605579e-06,88.4310597631661,0.763121415114999
6721837859.09876,0.132924,2.90822709027575e-06,88.3077690020026,0.549392871921713
6929975155.89149,0.1330483,1.90265256799878e-06,88.8272778659702,0.751243090306394
6924213093.39184,0.1331145,1.98658546022295e-06,88.4720744329451,0.683153422401705
6924196116.69276,0.1332145,1.98741290411533e-06,88.4890514743342,0.685464363479803
6919593853.75658,0.1333864,1.98145631841438e-06,88.4459160260593,0.758170891367391
6929954785.73834,0.1339483,2.00453369564758e-06,88.8263680562917,0.73885321007271
6919617932.88959,0.1339864,1.9662104411791e-06,88.4455563775324,0.751243090306394
6924276121.08715,0.1340145,1.92507556603083e-06,88.4893539525781,0.702970259315001
6917739090.41375,0.1344237,3.07897408921174e-06,88.5120726916595,0.722359687085264
6929901769.64464,0.1344483,1.93362314377662e-06,88.8248897911071,0.730946462786673
6924348044.77821,0.1345145,1.95902275349641e-06,88.4946002585914,0.713012310479618
1729998471.86586,0.1349237,2.95778280627965e-06,22.0915232113004,0.75899571282726
6929887230.4985,0.1350483,1.98830639463913e-06,88.8302480883312,0.720506913115397
6924239973.71243,0.1351145,2.02445545094276e-06,88.4943240601185,0.724133121225163
6924276734.94328,0.1352145,1.93800476938318e-06,88.4969322861913,0.725886950337804
6919712287.36337,0.1353864,1.94929536483535e-06,88.4473830224758,0.730946462786673
1730040692.3281,0.1354237,2.99127532267733e-06,22.1029384066356,0.769983252080004
6824654872.30724,0.135842,9.25092675489424e-07,88.9411049547599,0.754122965270862
1704849541.80856,0.1359237,2.98698889460877e-06,22.0921878214185,0.780280460291757
6929865531.06676,0.1359483,2.00821452908073e-06,88.836008358284,0.70293284853806
