6121244959.33453,0.1258133,1.99960399897571e-06,88.8252447233383,0.752493995434814
6121335150.56769,0.1288133,2.07767896540269e-06,88.8306654421527,0.775360256616019
6521221186.74811,0.1308133,2.09395986452448e-06,88.789069015415,0.775354739574288
6818235468.06224,0.1320039,3.00894877301408e-06,88.8010507475251,0.772961146077992
6818264627.94873,0.1322039,3.01607096074644e-06,88.7408336158797,0.771919486968282
6821259794.70199,0.1323175,3.02144012728524e-06,88.3428138848268,0.741845504239787
6829820168.45386,0.1324916,3.04072353263231e-06,88.6747193389456,0.741845504239787
6821270516.28293,0.1331175,3.00000413131669e-06,88.4997516573727,0.752500062840766
6828237117.74484,0.1331799,3.08521678674426e-06,88.7468193273037,0.775905831615941
6829735743.12301,0.1332916,3.01047245040582e-06,88.5803303033817,0.752500062840766
6821194951.79911,0.1333175,3.00390340534637e-06,88.3641850872887,0.754867636224009
6829768129.17926,0.1334916,3.08163653733081e-06,88.6060625824212,0.754867636224009
6521399298.00628,0.1338133,1.9040412557445e-06,88.8639040349456,0.752472144485084
6828171622.24549,0.1341799,3.0617576533494e-06,88.7483743321198,0.771919486968282
6818197907.54231,0.1376039,2.93089041745531e-06,88.7892933372339,0.69870953410794
6818182156.16341,0.1378039,3.04348673040634e-06,88.7876476728568,0.694386279375859
6821220174.16488,0.1379175,3.08997189359177e-06,88.4845567349314,0.775905831615941
6829810659.59547,0.1380916,3.03282328372602e-06,88.5123371813581,0.775905831615941
6828284982.23208,0.1387799,3.08406660311851e-06,88.6702926507502,0.714892644738151
6829764472.27693,0.1388916,2.92261267112964e-06,88.6041559875225,0.772961146077992
6821154377.65797,0.1389175,2.96835436268557e-06,88.4784802059749,0.771919486968282
6829870024.23798,0.1390916,2.90523433952414e-06,88.6205591709501,0.771919486968282
6828202594.96437,0.1395799,2.98361249390785e-06,88.6870517995744,0.69870953410794
6828234067.12447,0.1397799,3.0476999410178e-06,88.6972926096197,0.694386279375859
6521352882.89031,0.1398133,1.9623747872809e-06,88.8506450325122,0.62849180598959
7021163959.84317,0.1401175,2.95132406963203e-06,88.3437434582232,0.763116839414011
7028172482.34651,0.1401799,2.91617722513804e-06,88.6862401124082,0.685411514989719
